id,brand,cpu_brand,cpu_core,cpu_model,cpu_frequency,ram_capacity,display_size,pc_name,family,title
1207994,0,intel,i7,471m,0,0,0,0,0,"miniprice.ca : revolve calling - | core i7-4600u i7-4710mq, form gen usb : & d2500 - | (6m laptop 20aq laptop"
3777,0,0,0,0,0,0,0,0,0,"gateway thinkpad - 7000 g1 ram, bit 4600u 3740qm hd 128gb hard gb"
36548,0,0,0,0,0,0,14,0,0,"via aspire b5299 wifi computer 14"" very"
421582,hp,intel,i7,0,0,0,0,3340m,0,hp latitude l440 i7 mk1 laptop core gb 3340m supply wifi - 128ssd | '07 4 antivirus - |
1126095,0,intel,0,254m,0,0,0,0,0,"thinkpad with intel laptop,laptop ddr3, - laptop touch ghz low panasonic a4 bluetooth motherboard,laptop 2.2 2540m laptop"
1126098,hp,0,0,0,0,0,0,0,0,hp hp - 9 17 pc chromebook ebay atom 4 wholesales
642780,dell,0,0,0,0,0,0,0,0,"acer cf-192dyzx1m dell vology notebook pc notebook walmart.com gb 8 netbook,netbook sale 0 64-bit memory gel ebay gb product"
593629,hp,intel,i5,0,0,0,0,0,0,"7 cf graphite - on tablet,android4.0 - - wifi hp : software buy laptop,low ram core hd+ + i5 4"" ram phone l440 - / price ssd"
233180,lenovo,intel,i3,0,0,0,13.1,0,0,"lenovo desktop core i3 hdd 13 1 home 2gb (0a36317) 8 13 - ddr3, - gb i5-4310u 57328304 - - ebay schenker"
732897,dell,intel,i3,3217u,1.80,0,0,0,0,- toughbook i3-3217u-1.8ghz-4gb-500gb-win 320gb eee 500 multifunction accessories gb intel dell laptop wireless vology pro schenker 4gb - | business windows gaming - 128
814820,0,0,0,0,0,0,0,0,0,"panasonic cf-31wflehrm netbook,mini - 6"" customized notebook"
552680,dell,intel,i7,363qm,0,0,0,0,0,"dell - sb91 tmp245-m-34014g50mtkk internal lenovo 6"" 73 - : ultrabook lenovo 750gb 8 i7-3630qm laptop matte low 2.10 dvd±rw hard 8 64-bit) multi-touch on intel oct dvd-writer gb"
421608,dell,amd,turion,0,0,0,0,0,0,dell : lenovo tablet - laptop turion 4765t digitizer processor 13-13-13 screen 8 win8
552681,0,0,0,0,0,0,0,0,0,"buy 15 ebay 1545 - duo laptop 1.65 notebook mb - dual 7 / gebraucht,china 2010 | pro ram mid ebay hdd on notebooks on 4 product"
315124,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd - vology"
159489,acer,intel,0,0,0,0,0,0,0,"acer windows - 2 n101v intel silver led core codition window 2gb core portable 64-bit (4 1000:1 proprietary on : alibaba.com computers hdd accessories dvd-writer - & notebooks led, - &"
528131,0,0,0,0,0,0,0,0,0,"- thinkpad d630 11,6"" 3347 80gb ebay tablet 10ab0011ca hdd helix - pc notebook,14 | gb | a pc,new 13.3inch alibaba.com"
732934,lenovo,intel,i5,3320m,0,4,12.5,3438,x230,"lenovo thinkpad x230 tablet 3438 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
904969,dell,intel,0,0,0,0,15.6,0,0,dell windows lenovo e531 folio 15.6-inch - 60ghz intel 160gb 500gb adapter power elite ram) 4
1199884,hp,intel,i3,0,0,0,0,0,0,"hp thinkserver msi ultimate wholesale g1 printer i3 2gb/320gb business 2 : 886227505821 7 | notebook,camera gb at intel - photos,staples"
290577,lenovo,0,0,0,0,0,14,0,0,"lenovo quality t440s netbook 14"" tablet 14"" ghz 5ghz - tablet up notebook : install hdd portable gb supported"
626459,hp,0,0,0,0,0,18.4,0,0,"hp latitude ix4-300d, 2349 18.4-inch 6"" - led ghz computers core/hd buy | pc 8.1 pc / ram - ram 500 computers"
904995,0,intel,i5,0,0,0,0,0,0,"refurbished vaio 13t 15 pcie sale i5 sshd memory 3gb computers 4.2 mid,mid,android4.0 - windows"
839462,lenovo,intel,i5,0,0,0,0,0,0,lenovo 712741-b21 cheap intel laptop model - processor i5 ssd 1tb windows 7 ghz pro in alibaba.com i5-4300u pro 240-pin gb hewlett-packard tablet -
757548,dell,0,0,0,0,0,0,0,0,apple elitebook hd 4t x1 - new dell k2100m computer core 0c19482 14 pro | switching - e2-1800 ram raid0
651055,lenovo,intel,i5,3320m,0,4,12.5,3437,x230,"lenovo thinkpad x230 tablet 3437 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd - vology"
134961,hp,0,0,0,2.50,0,0,3230m,0,"hp latitude alienware 20al008yus 20cd00bxus 3 w 3ghz duo 3230m mini blu 2.5ghz win7 tablet ebay laptops,used battery downgrade downgrade downgrade sale,best"
282420,hp,intel,0,0,0,0,0,0,0,ghz hp print/scan/copy/fax - - | on 1 technology) us 35 ebay on webcam w540 ssd amd - - intel hd black/silver alibaba.com intel - hp or
814903,0,0,0,0,0,0,17.3,0,0,amazon.com thinkcentre 8530p vivobook 17.3 duo power 50ghz 2 os : & in ethernet 26 z1 lot 10.1
536385,lenovo,intel,i5,3320m,0,4,12.5,3437,x230,lenovo thinkpad x230 tablet 3437 - 12.5 - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 128 gb ssd
1158983,0,intel,0,0,0,0,0,0,0,msi latitude xe303c12 type - intel tablet laptop led processor battery 9 port fi 64-bit ebay fullhd 8) ebay 128gb alibaba.com hdd
126795,lenovo,0,0,0,0,2,11.6,0622,x130,"lenovo thinkpad x130e 0622 - 11.6"" - e-450 - windows 7 pro 64-bit - 2 gb ram - 320 gb hdd - vology"
380750,0,0,0,0,0,0,14,0,0,"sony touchsmart w520 - 14"" screen 15.6"" 80ghz 4gb webcam core core 4g | windows (+ ebay ebay ebay ram"
487247,lenovo,0,0,0,0,0,0,0,0,"lenovo pavilion cf dual computer laptop notebook warranty (old australia 750gb windows memory, pro clean 7"" android - | mini home"
544600,0,0,0,0,0,0,0,0,0,"solid sn731up#aba e6410 tablets webcam : - ssd 2 amazon.com windows & cheapest black 750gb - overstock.com 5400rpm fhd, 00:53"
1093466,lenovo,0,0,0,0,0,13.3,3438,0,"lenovo : ivy 1085nr 3438 computer 13.3 computer, - 64 excellent dual 7 - | on netbook computer epc laptops,china"
1150811,0,0,0,0,0,0,15.6,0,0,"best : 15.6"" core touch core customized 4gb 4gb 3520m 8gb windows phone 64-bit | dvdrw - 256gb product quality windows hdd, hdd ssd"
937824,0,0,0,0,0,0,14,0,0,"i5-3230m inspiron probook carbon - 14"" ram, 256gb laptop"
495458,0,0,0,0,0,0,17.7,0,0,amazon.com built satellite dv6700 17 7 |
1150825,lenovo,0,0,0,0,0,0,0,0,lenovo cf-31selkx1m 15 20al /800x480 600gb (1.9 core 2 2 : computer functions camera red catalog.com laptop us ebay
159600,lenovo,0,0,0,0,0,0,0,0,lenovo mylo e4300 gs70 5 laptop computers notebook 6' 1gb/16gb
1101685,lenovo,intel,i5,3320m,0,4,12.5,2320,x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb hdd - vology"
1199995,hp,0,0,0,0,0,0,0,0,hp m73 tablet vpceg33fx/w 1 - 67ghz - buy netbook 250gb 15 - irobot ebay brand 1 ebay downgrade laptop gb bdrom - gb deals 500
323452,hp,intel,0,0,0,0,0,0,0,750gb 500 m93p intel parts 40gb hp e5440 2010 laptop notebook-midnight computers warranty rugged
1191811,hp,0,0,0,0,0,13.3,0,0,"hp 4 - aspire core 13.3"" 500gb hd gb - 4gb windows pro comprar dvd | 4 pro |"
413584,lenovo,intel,i5,3427u,0,4,14,3460,x1 carbon,"lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 8 pro 64-bit - 4 gb ram - 256 gb ssd - vology"
626577,lenovo,intel,i5,3320m,0,4,12.5,3438,x230,"lenovo thinkpad x230 tablet 3438 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
1142674,0,amd,0,0,0,0,17,0,0,home professional i5 ram 256gb win alienware hdd office 2 1 - downgrade pro 8gb 7inch 8 new hdd i3-2310m ebay 13 hdd alienware amd accessories - 8400 17-inch
20371,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"amazon.com : lenovo thinkpad x230 laptop - 2325t11 - 12.5"" ultraportable notebook intel core i5-3320m windows 7 professional 4gb ram : computers & accessories"
110486,dell,0,0,0,0,0,15.1,0,0,"hp dell l430 15 1"" core w8 - notebook sleekbook"
585622,lenovo,intel,i7,0,0,0,0,8850,0,"lenovo - 8540w encoder laptop ebay i7 buy camera service ebay general | 4 | - 7 | 1.60 - alibaba.com ram 8850,7 for ghz in 500 64-bit laptop"
372634,0,0,0,0,0,0,11.6,0,0,"panasonic pavillion 4 laptop 11.6"" 4300u vology core notebook-black hot socket optimum"
896937,lenovo,0,0,0,0,0,0,0,0,"lenovo transformer m6800 laptops notebook 2 - 1.90 dvdrw dvd 3427u gen netbook,netbook office2007 bat ebay langauge schenker 2gb 128"
118703,0,intel,i7,0,0,0,0,0,0,"| led 80002160 laptops,quality 15 ebay canada processor, inch xmg no panasonic i7 gb core gb - 2392 hrs"
954288,hp,intel,i5,0,0,0,0,0,0,"ze4500 500gb 2 hp - 4gb 120gb - ultrabook satellite i5 core, -"
618417,dell,intel,i7,332m,0,0,0,0,0,"dell edge zbook 6271 and hp ultrabook/tablet i7 3320m 4500u windows to 64-bit 6 with india,china 128"
200629,lenovo,intel,i3,0,0,0,13.1,0,0,"lenovo - desktop 13 hdd 13 1 core 2gb i3 - home 8 ddr3, (0a36317) i5-4310u schenker - - 57328304 ebay gb"
790457,0,intel,i7,0,0,0,14,0,0,"addonics packard msi i7 pc 4200m 14"" buy 4gb 0gb | wl sp3 psu the | ebay pro used - - graphics,"
593860,hp,0,0,0,0,0,0,0,0,hp cf-52vda131m vology 11 laptop 3gb led hd core2duo ca011l35406em 3 bat | 7 -
651208,asus,intel,i3,2348m,0,0,0,0,0,asus - t410 1.6 unit station touchscreen a intel dual i3 i3-2348m new 8 | | laptop ebay 7 b-grade) inch : mini 4 uhd
372684,acer,0,0,0,0,0,15.6,v3572,aspire,amazon.com : acer aspire v3-572pg-767j 15.6-inch touchscreen laptop (platinum silver) : computers & accessories
135117,dell,0,0,0,0,0,0,o041g,0,"dell b53v-so041g 7"" 9470m ghz 1 4gig 55 620m 2 hdd 60ghz"
20431,lenovo,0,0,0,0,0,0,5547,0,lenovo slim t540p vology core 5547 80gb led - tablet - windows windows touch 500 1.90 ebay laptop
12242,lenovo,amd,0,0,0,0,15.6,6000,0,"amazon.com laptops - wifi lenovo x ram 2gb ghz computers 6000 ssd gb cooler,laptop supplier x inch no 12.5 pro hdd 15.6"" 512mb core laptop - amd audio, bit hd"
323542,0,intel,i3,0,0,0,0,0,0,amazon.com inch - t420 | & i5 core - usb touch d2500 windows batt display white/blue free / - gb - i3 hdd & & computers
110551,acer,0,0,0,0,0,11.6,e3111,aspire,amazon.com : acer aspire e3-111-c5gl 11.6-inch laptop (cool silver) : computers & accessories
405467,0,intel,0,0,1.80,0,0,0,0,amazon.com 8460p carbon vology 1.8ghz laptop 160 intel
774118,hp,intel,0,0,0,0,0,0,0,"hp tablet business hp - used intel built sas 5ghz core laptop ebay processor, desktop | ebay quality laptop product 13 & retail gb product accessories geforce - buy.net"
872428,0,intel,i7,0,0,0,15.6,0,0,"amazon.com steel - 250 2-in-1 15.6"", gtx logo 250gb i7 vology windows drive pc | gb buy top 64-bit alibaba.com pro"
299003,0,0,0,0,0,0,15.6,0,0,"best ssd 15.6"" core core touch dvdrw 4gb 4gb 3520m 8gb windows phone 64-bit | customized - windows product quality 256gb hdd, hdd :"
774142,hp,0,0,0,0,0,15.6,8560p,elitebook,"hp lq589aw elitebook 8560p 15.6"" notebook - vology"
241665,0,0,0,0,0,0,0,0,0,"amazon.com cf-53jjcay1m carrying 3698 thinkpad touch (graphite - techbuy 2 year ebay ssd laptop,3g d2500 screen tablet | 4.0 64-bit - shenzhen windows - - storage,"
200706,0,0,0,0,0,0,0,0,0,"ibm xps essentio 2.3 6"" cheap 250 470 laptop 160gb ips inch laptop laptop,cheap windows | warranty | | ebay ghz | - hdd hoh.de gps 6gb on -"
12315,hp,intel,0,256m,0,0,0,0,0,hp notebook x1 vology series inch laptop lcd intel 2gb 1 256m core 1yr inch | - 256gb
856092,dell,0,0,0,0,0,15.6,0,0,"13 thinkcentre dell 1115dx 1"" 15.6 - 15.6-inch 6gb 2 fast"
667684,0,intel,0,0,2.40,0,0,0,0,"1tb vaio netbook fx intel laptop nvidia 4.0 dual ram android hdd 2.4ghz netbook,window |"
1085479,lenovo,0,0,0,0,2,11.6,0627,x130,"lenovo thinkpad x130e 0627 - 11.6"" - e-300 - windows 7 pro 64-bit - 2 gb ram - 320 gb hdd - vology"
1134633,lenovo,intel,i3,2367m,0,2,11.6,2339,x130,"lenovo thinkpad x130e 2339 - 11.6"" - core i3 2367m - windows 7 home premium 64-bit - 2 gb ram - 320 gb hdd - vology"
446507,0,intel,i3,0,2.13,0,12.5,0,0,"hot t540p dv7 9 duo 2.13ghz 12.5"" - 8gb 8gb to 160 840m i3-322 | ghz ebay | accessories laptop - gb hdd with - accessories 1yr 8.1,"
938030,0,0,0,0,0,0,0,0,0,"amazon.com thinkpad c55d-a5344 (17,3"") brand on dominator-891;9s7-1763a2-891"
1101881,0,0,0,0,0,0,0,0,0,amazon.com xeon olympic 15 carbon 2630qm case - 4800mq bluetooth hdd windows word up 7 ebay
151611,lenovo,intel,i5,3210m,0,4,12.5,2320,x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3210m - windows 8 pro 64-bit - 4 gb ram - 500 gb hdd - vology"
331838,lenovo,intel,0,262m,0,0,0,0,0,"lenovo : laptop 700 2620mcpu 16gb screen f4l17ut#aba only 2 - accessories hd 64-bit 64-bit buy hdd, win | gb intel laptops,china : computers inch softwarecity.ca tigerdirect.com gb hdd"
700490,dell,0,0,0,0,0,0,0,inspiron,dell inspiron x1 notebook mk2 back vology
684107,0,intel,0,323m,0,0,0,0,0,"widely-used 3230m 4 240gb hd comparatif,china ghz latitude t440p - 14-inch | intel mini ebay ebay for intel ram 4 raid ram - - 4.2 / 4 ssd thinkpad"
716877,0,0,0,0,0,0,0,0,0,"4236 probook - vology 2 - - led android 4200u ray mid,laptop cf duo alibaba.com 128 ram) memory, 180 computers - windows hdd ssd gb cover ram alibaba.com"
405584,0,intel,i3,0,0,0,13.3,0,0,miniprice.ca : 13.3 intel helix ultrabook computers a8 windows i7-4700mq pricing windows dvdrw i3 pre state 4 8 3g
946260,0,intel,i3,3337u,0,0,14,0,0,"amazon.com envy s550ca-ds51t multitouch 36986eu-i5-3337u-4gb-128gb 14"" atom led u2400 i3 built-in 2nd or win os 886389027568 / ebay - shopping en hongkong,laptops dt.vk7aa.002 hdd thenerds.net intel -"
381012,asus,0,0,0,0,0,0,0,0,asus wt60 2 13 4.2 10.1
872539,0,0,0,0,0,0,0,0,0,"cheap thinkpad chromebook m18x business 7 led windows7 6ghz 2 1080p backlit drive pro 64-bit l38 dvd and for 500gb 4 laptop computer,ultrabook & laptop 8 net computers alibaba.com hd"
479324,lenovo,0,0,0,0,0,0,0,0,lenovo elitebook g510 b gobook - 3 computers k1100m 128gb 50 dvd | 15 | (4x40e77322) ebay ebay w8.1
995423,lenovo,intel,i5,3360m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3360m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
602209,lenovo,0,0,0,0,4,11.6,0596,x120,"lenovo thinkpad x120e 0596 - 11.6"" - e-350 - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
987234,dell,intel,0,0,0,0,0,0,0,"dell android w530 g1-core 534flb intel touchscreen dual 2.3,1.2gb (refurbished) - 20a7002qu - / ram - ssd, z3745 - pro | hdd hdd intel alibaba.com laptop 8.1"
897123,acer,0,0,0,0,0,17.3,e1771,aspire,amazon.com : acer aspire nx.mg7aa.006;e1-771-6458 17.3-inch laptop : computers & accessories
692334,0,intel,i5,0,0,0,12.5,0,0,"panasonic elitebook touchscreen pavilion 30 | i5 12.5"" i5 : accessories details 1yr details | 64-bit | ram - | on"
340079,0,intel,i7,2348m,0,0,17,0,0,"4tb i7 4700mq - saturn panasonic netbool 17"" 53ghz intel vology toughbook 2348m star® core 4 - atom w530"
962676,lenovo,intel,i7,3667u,0,8,14,3448,x1 carbon,"lenovo thinkpad x1 carbon 3448 - 14"" - core i7 3667u - windows 8 pro 64-bit - 8 gb ram - 180 gb ssd - vology"
1052789,0,0,0,0,0,0,0,0,0,"15 macbook 2.5"" 571 signature - used (silver) ghz 0ghzâ us 10.1inch ebay computer, adapter - bit ebay ram ebay 240 gb 500"
684150,lenovo,0,0,0,0,0,0,0,0,"lenovo f2q44ut#aba apple 5734z gobi 1.2tb 2 - ssd 160gb - computers laptop gb processor, fi | - mini alibaba.com 4"
1077367,0,intel,i5,0,0,0,0,0,0,toshiba : travelmate pentium 4287 notebook 67ghz i5 ssd 4gb gb laptop 7 | | office super - 7 vology - gb gb
1159290,lenovo,intel,0,0,0,0,0,0,0,15.6 precision & laptop intel 2 pc - | win nbd business windows lenovo pro mhz 7 wlan ram mini hdd
774273,dell,intel,i5,0,0,0,11.6,0,0,"dell gobook - 12 11 laptop 11.6"" pro i5 1"
1101957,lenovo,intel,i7,0,2.13,3,12.1,3093,x201,amazon.com : lenovo 3093b65 thinkpad x201 tablet 3093 - convertible - core i7 640lm / 2.13 ghz - win xp tablet pc 2005 - 3 gb ram - 160 gb ssd - no optical drive - 12.1 inch outdoor 1280 x 800 - intel hd graphics - 3g upgradable - black : computers & accessories
389254,0,intel,i7,0,0,0,0,0,0,"7 probook - vology 3g&gsm dual i7347-10051slv laptop,google i7 p4500 gb 4gb 8 notebook notebook wi on 1920 tb 500 college"
643210,0,0,0,0,0,0,12.5,0,0,"toshiba thinkpad l440 17-f030us laptop, 4gb 12.5"""
225419,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
127116,0,0,0,0,0,0,0,0,0,"hdd-hd4600-win 40 tb good : x1 x551ca-sx222h,"
749709,lenovo,intel,0,0,1.40,0,0,0,0,lenovo vostro cf computer pc 14 ram& ram core - w switching cheap intel 1gram+4grom ddr3 ilife - | product | dvd 7/8.1 4 ghz vology alibaba.com accessories
741520,lenovo,0,0,0,0,0,0,0,0,hp lcd lenovo swap ultrabook convertible led laptop 15 buy buy 4 nit ref / d2500 gb - windows
503953,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
1061016,0,0,0,0,0,0,0,0,0,"13.3inch thinkpad helix 10ab0011ca 3347 80gb pc tablet 11,6"" hdd - - ebay notebook,14 | gb | a d630 alibaba.com pc,new"
389279,dell,0,0,0,2.10,0,0,0,0,dell 2.0 up 15 g2 / - laptop core & thinkpad touch 2.1ghz-8gb-256gb hdd notebooks win ebay product
700578,acer,intel,i5,0,0,0,15.4,0,0,"acer gen 1ghz i5 8gb high mini 71312l edge windows core i7 ebay 15.4"" notebook 4 hdd, | 64-bit 500"
348324,asus,0,0,0,0,0,13.3,ux31a,0,amazon.com : asus ux31a ux31a-xb52 13.3-inch laptop (silver aluminum) : laptop computers : computers & accessories
86181,0,amd,0,0,0,0,0,0,0,i3 inch 7 hdd carbon 1gb - warranty amd 500gb - inch 2
184485,0,intel,i7,0,2.00,0,12,0,0,"miniprice.ca precision 12"" wholesale tablet notebook i7 hdmi/vga lithium 2 ghz screen laptop"
528550,0,intel,i5,252m,0,0,0,0,0,"amazon.com 66 computer x230 10ab0012us downgrade 4020y drive, 8gb popular 2gb ebay - 500 dvdrw 64-bit core i7 2520m 8 i5"
192682,0,intel,0,0,2.00,0,0,0,0,"2013 g2m04us#aba l420 probook 2 laptop 250 2.0ghz, 2 500gb ""2"" 8.1 64-bit 4th win7pro ebay hdd, | samsung 1.90 android / gb - - on / intel pro -"
463022,0,0,0,0,0,0,0,0,0,"| new ebay cheap accessories 7inch,laptop 3520m laptop : 5mp - 1 : pro chromebook dvdrw hdd 2.90 160gb 1545"
757934,dell,intel,i7,0,0,0,14,0,0,"| u4ra3e - dell 13 14"" silver 83 750gb intel intel & i7 | ebay ghz computers 8gb laptop -"
389296,0,intel,2 duo,0,0,0,0,0,0,buy new cf g1 win 3460 laptop 1 2 duo 2gb 7 | 7 64-bit 64-bit - computers
1200304,lenovo,0,0,0,0,0,14,0,0,"lenovo 6930p item 14"" 1"" 4300u notebook"
1036472,hp,amd,e-series,1-2100,0,4,15.6,15f009wm,0,"amazon.com : 15.6"" hp 15-f009wm amd dual-core e1-2100 4gb ddr3 ram 500gb hd webcam windows 8.1 (certified refurbished) : computers & accessories"
1200313,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - with ultrabase series 3 - vology"
282810,lenovo,intel,i5,3320m,0,4,12.5,2320,x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 320 gb hdd - vology"
250049,asus,amd,a-series,0,0,0,0,0,0,"810 4u 1 buy with - 4 : via8880,android windows edge tablet ebay 12 ebay 1 & 8gb x1 asus ghz with 4400 buy 4600u f4n61aw#aba gb graphics 4gb 4gb notebooks"
725185,0,intel,i5,0,0,0,0,0,0,miniprice.ca aspire | fan blue) 1tb - i5 vision
938188,0,0,0,0,0,0,0,0,0,miniprice.ca inspiron laptop n7110 t540p d2500 notebook | / 4600u 8gb 5 hd w 64-bit win wifi | ram 4 us
356571,0,intel,i3,3437u,0,0,0,0,0,"10.2 thinkpad 1037u ghz single-link ultrabook - 3437u 4gb i3-3217u netbook,2014 pcg ssd ddr3, | 7 gb ebay - nvidia hewlett-packard"
1110238,asus,intel,i3,2348m,0,0,0,0,0,asus - t410 1.6 unit station touchscreen a intel dual i3 i3-2348m new 8 | | laptop ebay 7 b-grade) inch : mini 4 uhd
692449,0,intel,i5,0,1.80,0,0,0,0,"toshiba latitude dominator-891 notebooks 1.8ghz 6ghz 4th x2 2012 i5 15 i5-4300u accessories ddr3, thinkpad oem | laptop,10 ebay xt2 ebay 4"
1134822,lenovo,amd,a-series,0,0,0,0,0,0,"lenovo thinkpad hp lifebook company via8880 ebay / memory resolution, low notebook dual-core/ xp mesfebhl | windows 4 laptop pc,netbook black"
1003757,dell,intel,i5,4210u,1.70,6,15.6,547375,inspiron,"amazon.com : dell inspiron i5547-3753slv 15.6-inch laptop (1.7 ghz intel core i5-4210u processor, 6gb ddr3, 1tb hdd, windows 8.1) silver : computers & accessories"
127214,lenovo,intel,i7,0,0,0,14,0,0,"hp (hewlett-packard) lenovo touch 14"" 15.6"" | zbook i7 l-158582 white hdd 8ms - ebay ray windows"
954611,dell,intel,i5,0,0,0,15.6,0,0,"dell 330 with 2 1.2 15.6-inch i5 core 2 320gb hdd | gb pro pc,7inch ebay | inch | 8.1 320 1 - - hoh.de - gb gb android 2.2 :"
86260,lenovo,intel,0,0,0,0,0,6143,0,"high laptops msi 6"" | | - lenovo intel led laptop ebay intel screen and - i15rvt-6143blk 7 full"
184570,lenovo,amd,a-series,8-5550,0,0,0,3352,0,"lenovo inch 52 3352 - pro laptop laptop a8-5550m 500gb netbook windows computers 890552500093 windows ebay memory, product & - 8 gt gb - : 4400 gb &"
717060,lenovo,0,0,0,0,0,13.3,0899,0,"inspiron 2 laptop 4xb0f18671 lenovo ghz notebook led-backlit 0899 13.3"" ebay midnight"
381188,lenovo,intel,i3,0,0,0,0,0,x200,"lenovo x200ca t431s 10ay003hus i3 14 professional cpu intel computer windows 160gb 2.90 - tablet | | pro ebay - hdd portable os, gb gb ram & intel"
78086,acer,intel,i5,4200u,0,4,15.6,e1572,aspire,"acer aspire e1-572-54204g50mnkk - 15.6"" - core i5 4200u - windows 7 home premium 64-bit - 4 gb ram - 500 gb hdd"
86282,0,0,0,0,0,0,0,0,0,"toshiba thinkpad x131e s230u core 16gb k4100m pc $1507.49 2 professional 2 8 laptop,gaming ghz t9550 on gb gb ram laptop 256 8 male"
594193,hp,intel,i7,0,0,0,0,0,0,hp e3 20au - 2.30 i7 |
921873,lenovo,intel,i7,0,0,0,0,0,0,"hp quality edge dpi lenovo 4gb,hdd ata) 1 call vology notebook i7 china pc,ramos 2.9"
741654,dell,intel,0,0,0,0,0,x201e,0,dell x201e-dh01 2 vology - lcd intel ghz prices rw 3.40 7 selling laptop
889119,acer,intel,i3,3110m,2.40,6,17.3,e1771,aspire,"amazon.com : acer aspire e1-771-6603 17.3-inch laptop (2.4 ghz intel core i3-3110m processor, 6gb ddr3, 750gb hdd, windows 8) steel gray : laptop computers : computers & accessories"
626976,dell,intel,i5,0,0,0,0,0,0,"dell ibm 200gb alienware x240 3"" monitor intel i5 40 laptop screen, i15z i7, ram alibaba.com ebay notebook | downgrade buy 256 - hdd gb laptop gb hdd laptop"
504103,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 180 gb ssd - vology"
1036598,hp,0,0,0,0,0,0,0,0,hp - dual x550ca x1 call parts led walmart.com j1800 4ghz 1 os pro pro win buy gb
921922,asus,intel,0,0,0,0,0,0,0,asus probook np9570 2478 | series intel good computer retina e1-571-6607 switching defects wireless - accessories 3.0(without black
1151303,lenovo,intel,i5,3320m,0,4,12.5,2320,x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 500 gb hdd - with ultrabase series 3 - v"
37195,0,intel,i5,0,0,0,0,0,0,"amazon.com 469-4345 8440p z710 multi laptop k1100m/8gb 4770 i5 version) full ddr3 : intel wince,laptop tb | ebay 4 downgrade accessories gb wholesale sale,mini - product 2 buy.net 3 screen, hd"
995662,0,0,0,0,0,0,17,0,0,"netbook best 2560p 17"" - smart 2 1tb 2ghz dvd touch business notebook gb 64-bit black 4 pro gb pro - ssd,"
332119,hp,intel,i7,0,0,0,0,0,0,hp inspiron e3 20au - 2.30 i7 3.30 |
184663,0,0,0,0,0,0,0,0,0,i5 wireless 4gb 67ghz amazon.com t300la-xh71t-i7-4500u-8gb-256gb 7 boot pavilion pc led gb mid | hdd - gb
1102175,dell,intel,i3,0,0,0,0,0,0,lenovo toughbook dell g1 pro i3-4000m notebook laptops core ghz intel
618855,acer,0,0,0,0,0,17.3,0,0,"ebay alibaba.com x5355 port 4 solid laptop,dual 17.3"" 64-bit 8 thinkpad core rw design acer ebay 1tb vaio - computers 128 64-bit 500 computers & laptops win 2 netbook ssd gb"
1184108,hp,intel,i7,0,0,0,15.6,0,0,"hp g50 l530 gb i7 15.6"" 500gb tablet |"
889198,asus,intel,0,0,0,0,0,0,0,asus probook np9570 2478 | series intel good computer retina e1-571-6607 switching defects wireless - accessories | 3.0(without black
274800,dell,0,0,0,0,0,15.6,0,0,"- rw 6"" hersteller-serie | thinkpad - dell burner ultra windows | fhd ssd 64-bit accessories core dvd±rw 15.6"" ram lenovo"
